Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost
35,Dubai,2024-05-03 00:00:00,2024-05-07,4,Eric Bennett,33,Male,Singaporean,Airbnb,$910.75,Plane,866.69
36,Rome,2024-08-01 00:00:00,2024-08-25,24,Yvonne Wood,31,Male,Mexican,Hotel,870.71,Plane,1155.04
37,Seoul,2024-06-06 00:00:00,2024-06-16,10,Matthew Whitehead,47,Female,French,Airbnb,353.64,Boat,684.28
38,Cairo,2023-11-04 00:00:00,2023-11-18,14,Brian Rodriguez,27,Male,British,Resort,158.01,Car rental,1056.97
39,Seoul,2023-07-10 00:00:00,2023-07-30,20,Kimberly Benson,19,Female,Canadian,Hotel,966.53,Bus,592.1
40,Amsterdam,2024-08-10 00:00:00,2024-08-22,12,Ann Henry MD,43,Male,Russian,Hotel,614.3,Plane,976.3
41,London,2024-08-01 00:00:00,2024-08-23,22,Mr. Timothy Newman,67,Male,American,Airbnb,,Car rental,1101.17
42,Singapore,2024-09-28 00:00:00,2024-10-19,21,Carmen Compton,56,Female,Thai,Resort,796.73,Boat,423.07
43,Amsterdam,2024-02-26 00:00:00,2024-03-21,24,Timothy Lane,38,Female,Italian,Hostel,756.62,Bus,420.21
44,Miami,2023-05-20 00:00:00,2023-06-18,29,Victoria Jarvis,20,Female,Irish,Resort,616.18,Bus,338.08
45,Istanbul,2023-09-21 00:00:00,2023-10-16,25,Nicole Edwards,61,Male,Spanish,Hotel,,Car rental,779.85
46,Prague,2023-08-28 00:00:00,2023-09-07,10,Nicholas Richardson,35,Male,Brazilian,Hostel,505.28,Plane,369.31
47,Lisbon,2024-08-05 00:00:00,2024-08-23,18,Timothy Boyd,56,Female,Irish,Hotel,270.17,Bus,1368.41
48,Sydney,2024-09-23 00:00:00,2024-10-10,17,Teresa Garner,58,Male,Singaporean,Resort,965.13,Plane,70.3
49,Amsterdam,2024-10-11 00:00:00,2024-10-30,19,Bradley Hardin,78,Male,Emirati,Hotel,$430.75,Bus,595.69
50,Rome,2023-08-11 00:00:00,2023-08-18,7,Darren Rojas,74,Female,Spanish,Resort,374.13,Plane,
51,Singapore,2023-07-22 00:00:00,2023-08-01,10,Kyle Sanford,78,Female,British,Hotel,$891.45,Train,526.24
52,Sydney,2024-06-09 00:00:00,2024-06-13,4,Anne Jackson,45,Male,Italian,Airbnb,328.38,Boat,1176.34
53,Lisbon,2024-07-27 00:00:00,2024-07-30,3,Robert Henry,26,Female,Mexican,Hostel,311.06,Train,1178.13
54,Cape Town,2023-10-12 00:00:00,2023-10-31,19,Megan Alvarado,59,Female,Mexican,Hotel,995.49,Bus,858.25 USD
55,Barcelona,2023-06-24 00:00:00,2023-07-10,16,Alexandra Hampton,45,Male,Italian,Airbnb,414.43,Car rental,185.53 USD
56,Sydney,2024-06-09 00:00:00,2024-06-14,5,George Allen,37,Female,German,Hotel,417.88,Bus,612.91
57,Rome,2023-09-04 00:00:00,2023-09-19,15,Tonya Brooks,35,Female,Norwegian,Resort,243.4,Car rental,715.01
58,Tokyo,2024-11-22 00:00:00,2024-12-13,21,Patricia Rowe,33,Male,British,Hotel,957.27,Car rental,1158.05
59,Seoul,2023-12-24 00:00:00,2024-01-12,19,Michael Villa,33,Male,Japanese,Airbnb,592.62,Plane,1223.09
60,Rome,2024-09-11 00:00:00,,26,Ryan Cordova,49,Female,Argentinian,Airbnb,,Boat,939.52
61,Miami,2023-10-23 00:00:00,2023-11-16,24,Ryan White,21,Female,Turkish,Hostel,850.59,Plane,664.9
63,Seoul,2024-12-09 00:00:00,2025-01-03,25,Anthony Gonzales,60,Male,Singaporean,Resort,783.59,Car rental,897.6
64,Amsterdam,04-11-2023,2023-11-23,19,Christine Brown,43,Male,British,Hotel,$430.8,Bus,97.59
65,Lisbon,2024-03-05 00:00:00,2024-04-01,27,Ernest Day,65,Male,Turkish,Airbnb,641.92,Boat,676.95
66,Barcelona,2023-06-05 00:00:00,2023-06-27,22,Ashley Fox,23,Female,Italian,Hotel,588.36,Car rental,643.9
67,Istanbul,2023-05-13 00:00:00,2023-05-19,6,Dr. Tamara Wright,27,Female,Japanese,Resort,290.17,Car rental,691.98
68,Cairo,2024-11-27 00:00:00,2024-12-15,18,Troy Mcdonald,50,Female,Turkish,Resort,913.13,Car rental,148.02 USD
69,Zurich,2023-07-24 00:00:00,2023-08-12,19,Elizabeth Tyler,58,Female,Australian,Hotel,679.1,Bus,696.48
70,Los Angeles,2024-09-10 00:00:00,2024-09-22,12,Joseph Burns,63,Female,Russian,Hotel,780.05,Car rental,488.09
71,New York,2024-01-06 00:00:00,2024-01-25,19,Jorge Smith,45,Female,Australian,Hotel,381.79,Plane,1288.05
72,Sydney,2024-04-14 00:00:00,2024-04-28,14,Tony Hodges,23,Female,Singaporean,Hotel,525.94,Train,1434.69
73,Barcelona,2024-08-13 00:00:00,2024-09-07,25,Lindsay Hill,46,Male,French,Riad,$56.31,Bus,1335.53
74,New York,2024-01-11 00:00:00,2024-02-02,22,Alexandra Schwartz,76,Female,Singaporean,Hotel,905.45,Bus,824.44
75,London,2024-08-16 00:00:00,2024-09-08,23,Mrs. Meagan English,59,Female,Singaporean,Airbnb,913.36,Plane,718.34
76,Bangkok,2024-08-14 00:00:00,2024-08-27,13,Bryan Thompson,47,Female,French,Hostel,231.66,Boat,1468.4
77,Dublin,2023-07-12 00:00:00,2023-08-02,21,Elizabeth Davenport,40,Male,Indonesian,Airbnb,590.31,Bus,1051.13
78,Paris,2023-06-13 00:00:00,2023-06-22,9,Stephanie Lopez,33,Male,Canadian,Airbnb,315.91,Bus,1343.19
79,New York,2024-10-07 00:00:00,2024-11-02,26,Mary Wheeler,61,Female,French,Hotel,382.47,Train,"1,163.92 USD"
80,Toronto,2023-08-11 00:00:00,2023-08-31,20,Oscar Holt,27,Female,Greek,Airbnb,329.39,Bus,918.6
81,Los Angeles,2024-03-03 00:00:00,2024-03-22,19,Jesse Tran,53,Male,Mexican,Hotel,954.15,Train,422.51
82,Toronto,2024-11-07 00:00:00,2024-11-13,6,Vickie Waters,48,Male,French,Hotel,339.89,Plane,1109.48
83,Barcelona,2024-09-12 00:00:00,2024-09-23,11,Tracy Becker,73,Female,Turkish,Hotel,523.35,Bus,"1,312.09 USD"
84,Athens,2024-06-04 00:00:00,2024-06-23,19,Dave Wright,68,Female,Brazilian,Hotel,59.8,Train,1435.76
85,Singapore,2024-07-01 00:00:00,2024-07-08,7,Vanessa Owen,52,Female,Italian,Airbnb,250.12,Bus,102.66
86,Lisbon,2024-11-03 00:00:00,2024-11-06,3,Yolanda Barrett,36,Female,Italian,Airbnb,632.85,Bus,326.81
87,New York,2024-01-11 00:00:00,2024-02-02,22,Jonathan Anderson,46,Male,Japanese,Hotel,93.97,Bus,264.2
88,Dubai,2024-09-03 00:00:00,,6,Melissa Mccoy,47,Male,South Korean,Airbnb,286.61,Plane,143.37
89,Cairo,2023-12-05 00:00:00,2023-12-21,16,Richard Coffey,77,Male,Thai,Hotel,442.87,Train,1276.27
90,New York,2024-07-02 00:00:00,2024-07-27,25,Craig Snow,42,Female,Argentinian,Riad,468.95,Plane,752.84
91,Toronto,22-09-2023,2023-10-15,23,Danielle Townsend,46,Male,Japanese,Hotel,247.27,Bus,701.34
92,Prague,2023-07-03 00:00:00,2023-07-20,17,Monica Robinson,57,Male,Emirati,Hostel,417.33,Boat,136.2 USD
93,Singapore,2023-12-02 00:00:00,2023-12-31,29,Malik Hogan,18,Female,Spanish,Resort,457.24,Boat,1275.97
94,Dublin,2024-03-22 00:00:00,2024-04-14,23,Jessica French,21,Female,American,Hotel,188.63,Boat,442.46
95,Barcelona,2023-07-04 00:00:00,2023-07-29,25,Rebecca Adkins,47,Female,Emirati,Villa,119.47,Train,1126.19
96,Sydney,23-09-2023,2023-10-11,18,Joanne Lynch,51,Male,Egyptian,Hotel,679.59,Boat,978.1
97,Rome,2023-07-24 00:00:00,2023-08-06,13,Adrienne Ford,62,Male,American,Hotel,942.84,Plane,80.9
98,Singapore,2024-08-25 00:00:00,2024-09-07,13,Juan Peterson,53,Male,Japanese,Hotel,935.81,Bus,50.54 USD
99,Barcelona,2024-06-22 00:00:00,2024-07-05,13,Amy Bennett,68,Female,Irish,Hotel,281.1,Car rental,88.79
100,New York,2023-09-25 00:00:00,2023-10-11,16,Steven Russell,20,Male,Irish,Airbnb,474.7,Car rental,349.04
101,Toronto,2023-11-19 00:00:00,2023-12-12,23,William Navarro,34,Female,Egyptian,Hotel,325.83,Boat,463.88
102,Athens,2023-08-06 00:00:00,2023-08-30,24,Bobby Gardner,34,Male,Singaporean,Hostel,149.58,Train,521.29
103,Berlin,2024-08-05 00:00:00,2024-08-22,17,Colleen Mejia,20,Female,Irish,Hostel,863.05,Boat,1018.94
104,Bangkok,2024-07-01 00:00:00,2024-07-06,5,Samuel Frazier,47,Female,Thai,Hotel,94.26,Bus,716.14
105,Amsterdam,2024-05-04 00:00:00,2024-05-14,10,Barry Livingston,39,Female,Italian,Hostel,666.6,Car rental,1447.35
106,London,2024-06-19 00:00:00,2024-07-03,14,Joseph Weber,43,Female,Portuguese,Airbnb,578.36,Bus,197.98
107,Amsterdam,2024-05-13 00:00:00,2024-05-18,5,Cassandra Garcia,61,Male,Australian,Hotel,408.51,Plane,1446.05
108,Miami,2023-11-06 00:00:00,2023-11-16,10,David Morris,47,Female,South Korean,Hotel,316.04,Train,664.71
109,Berlin,2023-08-25 00:00:00,2023-09-12,18,Ryan Howell,38,Female,Australian,Hotel,605.57,Car rental,201.49
110,Dubai,2024-07-24 00:00:00,2024-08-09,16,Rachel Nixon,67,Male,Irish,Resort,110.16,Car rental,1130.35
111,Dubai,2023-11-13 00:00:00,2023-12-08,25,Laura Johnson,51,Male,Thai,Riad,115.35,Boat,285.93
112,Sydney,2023-07-16 00:00:00,2023-07-31,15,Mario Dunn,21,Female,Singaporean,Hotel,176.48,Plane,1247.37
113,Dubai,2024-07-04 00:00:00,2024-07-15,11,Tyler Clark,46,Female,Emirati,Hotel,500.9,Train,142.87
114,Bangkok,2024-06-11 00:00:00,2024-06-28,17,Mario Martin,73,Female,German,Airbnb,122.93,Train,1041.95
115,Sydney,2024-07-24 00:00:00,2024-08-15,22,Chad Osborne,30,Male,American,Resort,328.67,Boat,1045.15
116,Berlin,2023-09-14 00:00:00,2023-10-01,17,Kendra Tucker,66,Female,Italian,Hotel,586.37,Train,842.9
117,Singapore,2023-10-26 00:00:00,2023-11-17,22,Deborah Wilson,65,Male,Portuguese,Hostel,987.08,Train,771.84
118,Cape Town,08-08-2024,2024-08-23,15,Kelly Sheppard,59,Male,French,Hostel,851.95,Car rental,251.51
119,Seoul,2024-08-13 00:00:00,2024-08-16,3,Adam Figueroa,50,Male,Vietnamese,Airbnb,318.64,Car rental,1217.47
120,Istanbul,2024-06-11 00:00:00,2024-07-06,25,Stephanie Harris,26,Male,South Korean,Airbnb,836.38,Boat,229.96
121,Seoul,04-05-2023,2023-05-15,11,Aaron Allen,66,Male,Italian,Hotel,531.97,Car rental,382.42
122,Sydney,2024-06-28 00:00:00,2024-07-24,26,Rachel Gibson,32,Female,Japanese,Airbnb,953.59,Train,377.44
123,Tokyo,2024-05-05 00:00:00,,20,Cory Gonzalez,29,Female,Thai,Hotel,54.93,Boat,1299.74
124,Bangkok,2024-05-16 00:00:00,2024-06-02,17,Sarah Rogers,20,Male,Singaporean,Hotel,336.63,Plane,171.38
125,Sydney,2023-08-23 00:00:00,2023-09-10,18,Jessica Garza,58,Male,German,Resort,302.13,Bus,342.4
126,Barcelona,2024-07-28 00:00:00,2024-07-31,3,Robert Davis,38,Male,Australian,Hotel,126.96,Car rental,642.98
127,Singapore,2023-07-15 00:00:00,2023-07-27,12,Robin Edwards,21,Female,British,Resort,931.13,Plane,1393.85
128,Rome,2024-07-10 00:00:00,2024-08-01,22,Marcia Medina,72,Male,Japanese,Airbnb,753.04,Train,215.27
129,Sydney,2023-07-14 00:00:00,2023-07-28,14,Jordan Campbell,59,Male,Turkish,Hotel,177.81,Train,285.56
130,Paris,2024-03-10 00:00:00,2024-04-04,25,Joshua Hudson,49,Male,Canadian,Hostel,219.36,Plane,380.32
131,Los Angeles,10-01-2024,2024-01-18,8,Kathleen Williams,27,Male,Norwegian,Hotel,288.13,Plane,551.93
132,Amsterdam,2023-05-01 00:00:00,2023-05-18,17,Luis Barrett,64,Female,Brazilian,Resort,148.95,Car rental,1388.7
133,Istanbul,2023-08-11 00:00:00,2023-08-24,13,Michael Barnett,25,Female,Brazilian,Airbnb,69.03,Plane,114.37
134,Lima,2024-01-08 00:00:00,2024-01-31,23,Rhonda Bush,54,Male,Thai,Hotel,713.79,Bus,38.86
135,Bangkok,2023-06-17 00:00:00,2023-06-24,7,Deborah Cook,20,Male,Brazilian,Hotel,217.88,Bus,127.18
136,Miami,2024-09-06 00:00:00,2024-09-13,7,Dr. Stephen White,67,Female,French,Airbnb,922.59,Car rental,40.08
137,Paris,2023-08-26 00:00:00,2023-09-08,13,Kyle Bell,50,Male,Greek,Hotel,227.62,Car rental,756.46
138,Oslo,2023-10-05 00:00:00,2023-10-21,16,Tracie Moore,20,Male,Egyptian,Resort,292.94,Car rental,510.58
139,Barcelona,2023-11-03 00:00:00,2023-11-24,21,Alex Blackburn,39,Male,Thai,Hotel,610.07,Plane,1186.27
140,Lima,2023-05-22 00:00:00,2023-05-29,7,Samuel Wright,63,Female,Argentinian,Hotel,418.54,Boat,1333.7
141,New York,2024-06-16 00:00:00,2024-07-07,21,Sara Davis,46,Female,French,Hotel,374.33,Car rental,1484.23
142,Dubai,2024-09-12 00:00:00,2024-10-02,20,Amanda Robinson,36,Female,Dutch,Airbnb,780.77,Train,281.66
143,Miami,2023-02-24 00:00:00,2023-03-06,10,Lisa Vazquez,79,Male,Mexican,Hotel,549.91,Boat,244.17
144,Lisbon,2023-08-08 00:00:00,2023-08-25,17,Craig Moses,72,Female,Mexican,Airbnb,664.35,Bus,786.97
145,London,2023-04-18 00:00:00,2023-05-06,18,Daniel Ryan,34,Male,Irish,Resort,395.79,Car rental,117.16
146,New York,2024-12-21 00:00:00,2024-12-24,3,Francisco Clark MD,45,Male,Mexican,Airbnb,530.05,Car rental,1413.67
147,Amsterdam,2024-04-18 00:00:00,,25,Mark Rogers,42,Female,Italian,Hostel,827.67,Bus,44.6
148,Singapore,2023-07-25 00:00:00,2023-08-17,23,Maria Leach,56,Female,Singaporean,Airbnb,575.59,Train,1334.52
149,Sydney,27-09-2024,2024-10-02,5,Christopher Moran,72,Male,Spanish,Hotel,605.26,Train,1114.47
151,Seoul,2023-07-04 00:00:00,2023-07-17,13,Barbara Davis,19,Male,Singaporean,Hotel,926.25,Boat,737.33
152,Berlin,2023-07-16 00:00:00,,22,Christine White,45,Male,Singaporean,Airbnb,971.44,Plane,274.16
153,Barcelona,2024-10-05 00:00:00,2024-10-25,20,Shannon Wang,52,Male,Turkish,Hotel,201.66,Plane,149.39
154,Dubai,2024-08-02 00:00:00,2024-08-24,22,Michele Curry,63,Male,Singaporean,Hotel,$823.03,Boat,313.17
155,London,2024-06-05 00:00:00,2024-06-17,12,Kayla Barrett,70,Female,Mexican,Airbnb,93.21,Bus,364.65
157,Amsterdam,2023-06-05 00:00:00,2023-06-27,22,Laura Alexander,37,Male,Italian,Airbnb,242.84,Plane,724.32
158,Berlin,2023-03-13 00:00:00,2023-04-01,19,Shannon Martinez,32,Male,French,Hotel,558.47,Bus,1246.98
159,Jakarta,2023-07-27 00:00:00,2023-08-14,18,Marissa Kennedy,61,Female,Italian,Hotel,823.25,Boat,38.0
160,Amsterdam,2023-04-12 00:00:00,2023-05-03,21,Heather King,72,Male,Egyptian,Villa,737.28,Train,1397.8
161,Istanbul,2024-03-28 00:00:00,2024-04-11,14,Laura King,52,Female,Spanish,Hotel,155.39,Bus,554.79
162,Buenos Aires,2024-12-25 00:00:00,2025-01-01,7,John Garcia,80,Female,Irish,Airbnb,305.45,Boat,107.12
163,Prague,2023-06-07 00:00:00,2023-06-23,16,Ryan Day,20,Male,Italian,Hotel,901.95,Boat,519.34
164,London,2023-08-14 00:00:00,2023-09-08,25,David Smith,68,Male,Japanese,Hostel,470.15,Car rental,86.93 USD
165,Prague,2024-02-08 00:00:00,2024-02-26,18,Mary Wilson,68,Female,Canadian,Villa,58.41,Plane,1492.73
167,Toronto,2024-06-11 00:00:00,2024-06-19,8,Glenn Herrera,19,Female,Italian,Hostel,790.23,Bus,520.14
168,Cairo,2023-09-22 00:00:00,2023-10-08,16,Ashley Spencer,59,Male,British,Airbnb,465.62,Plane,761.77
169,Dubai,2023-03-09 00:00:00,2023-03-17,8,Julia Peters,32,Male,Brazilian,Hotel,55.1,Bus,631.24
170,Tokyo,2023-07-27 00:00:00,2023-08-18,22,Vicki Massey,67,Female,Emirati,Hotel,570.83,Boat,1324.25
171,Bangkok,2023-05-17 00:00:00,2023-05-31,14,Roy Pearson,79,Male,Italian,Resort,$758.82,Plane,932.41
173,Berlin,2024-07-05 00:00:00,2024-07-31,26,Kevin Edwards,27,Male,British,Hotel,811.48,Train,581.72
174,Lisbon,2023-10-14 00:00:00,2023-11-05,22,Donna Buck,32,Female,Brazilian,Hotel,430.66,Bus,890.59
175,London,25-07-2024,2024-08-13,19,Heather Pierce,59,Female,French,Hotel,570.61,Train,548.18
176,Athens,2024-07-04 00:00:00,2024-07-29,25,Ricardo Carpenter,52,Male,Japanese,Hotel,635.72,Plane,1287.28
177,Athens,2024-05-25 00:00:00,2024-06-21,27,Julia Baxter,38,Female,American,Hotel,765.61,Boat,1076.88
178,Singapore,2024-11-01 00:00:00,2024-11-12,11,Mark Sims,63,Female,Italian,Resort,425.88,Train,1035.47
179,Sydney,2024-05-17 00:00:00,2024-06-07,21,Jennifer Strickland,52,Male,British,Airbnb,202.85,Car rental,1493.69
180,Sydney,2023-03-08 00:00:00,2023-03-30,22,Nathaniel Freeman,35,Female,American,Hotel,412.8,Bus,1065.96
181,London,2024-06-07 00:00:00,2024-06-17,10,Elaine Porter,67,Female,Emirati,Villa,165.6,Bus,309.56 USD
182,New York,2024-09-11 00:00:00,2024-10-05,24,Kim Garcia,78,Male,Turkish,Hostel,668.24,Bus,247.45
183,Cape Town,2024-04-02 00:00:00,2024-04-21,19,Matthew Little,72,Male,Singaporean,Hotel,626.39,Bus,1189.86
184,Prague,2024-09-07 00:00:00,2024-09-17,10,Karen Price,64,Male,South Korean,Hotel,765.68,Train,974.27
185,Paris,2023-02-11 00:00:00,2023-02-17,6,Kim Munoz,68,Male,Turkish,Hotel,485.12,Car rental,752.36
186,Moscow,2024-10-04 00:00:00,2024-10-21,17,Anthony Leonard,61,Male,Turkish,Airbnb,527.63,Boat,787.23
187,Miami,2024-07-14 00:00:00,2024-08-07,24,Christine Arnold,74,Female,Canadian,Hotel,86.26,Plane,654.06
188,London,2023-06-28 00:00:00,2023-07-26,28,Mia Bryant,56,Female,South African,Resort,559.25,Car rental,156.75
189,Singapore,2023-07-28 00:00:00,2023-08-16,19,Catherine Hill,67,Male,Irish,Resort,942.25,Car rental,291.51
190,Singapore,2024-08-22 00:00:00,2024-09-17,26,Joseph Bennett,45,Female,Portuguese,Airbnb,217.78,Boat,875.79
191,Berlin,2023-10-28 00:00:00,2023-11-21,24,Matthew Butler,61,Female,Dutch,Hostel,86.64,Train,830.3
192,Cape Town,05-09-2023,2023-10-01,26,Jessica Irwin,67,Female,Mexican,Hotel,996.2,Boat,
193,Los Angeles,2024-10-14 00:00:00,2024-10-21,7,Ralph Parks,78,Female,South Korean,Resort,385.39,Bus,1093.27
194,Athens,2023-07-07 00:00:00,2023-08-06,30,Kyle Maldonado,74,Female,Mexican,Hotel,662.61,Train,986.42
195,Oslo,2023-07-10 00:00:00,2023-07-29,19,Deborah Evans,56,Female,French,Resort,276.86,Car rental,187.2
196,Amsterdam,2024-09-16 00:00:00,2024-09-22,6,Courtney Finley,61,Female,Indonesian,Hotel,757.97,Bus,1112.56
197,Los Angeles,2024-07-03 00:00:00,2024-07-20,17,Andrew Smith,64,Female,German,Hotel,287.11,Train,112.17
198,Amsterdam,2023-09-12 00:00:00,2023-10-01,19,George Miller,71,Female,Norwegian,Airbnb,291.1,Train,"1,049.24 USD"
199,Bangkok,2023-05-09 00:00:00,2023-05-26,17,Richard Patel,34,Male,Portuguese,Resort,538.17,Car rental,1018.19
200,Singapore,2023-08-09 00:00:00,2023-09-01,23,Daniel Miller,62,Female,British,Hotel,198.2,Train,402.18
201,Los Angeles,16-09-2023,2023-10-09,23,Mr. Matthew Gardner,34,Female,Portuguese,Hostel,842.88,Bus,1216.53
202,New York,2024-09-14 00:00:00,2024-10-12,28,Karen Conrad,31,Male,Irish,Airbnb,785.88,Plane,1276.98
203,Miami,2024-08-23 00:00:00,2024-09-08,16,Meghan Henry,32,Male,South Korean,Airbnb,56.42,Train,591.4
204,Berlin,2023-06-13 00:00:00,2023-07-07,24,Katie Klein,60,Male,Japanese,Airbnb,627.54,Car rental,1351.6
205,Prague,2023-08-03 00:00:00,2023-08-17,14,Angela Reed,50,Male,Spanish,Hotel,853.27,Bus,462.62
206,Istanbul,2024-06-07 00:00:00,2024-06-12,5,Mrs. Jessica Fry MD,44,Female,British,Airbnb,980.07,Plane,1009.66
207,Toronto,2023-08-06 00:00:00,2023-08-22,16,Sarah Marquez,45,Female,German,Hostel,$841.84,Bus,975.04
208,Miami,2024-12-25 00:00:00,2025-01-11,17,Maria Campbell,28,Male,Portuguese,Hotel,488.99,Boat,894.37
209,London,2023-11-17 00:00:00,,23,Allison Norman,58,Female,South Korean,Hotel,649.4,Boat,1010.72
210,Rome,2023-06-03 00:00:00,2023-06-19,16,Brittany Smith,28,Female,German,Airbnb,654.59,Train,1272.16
211,Bangkok,2023-05-28 00:00:00,2023-06-15,18,Caitlyn Williams,79,Female,Australian,Hotel,278.41,Car rental,653.11
212,Miami,2024-06-05 00:00:00,2024-06-30,25,Thomas Jefferson,49,Female,Japanese,Airbnb,362.41,Train,373.22
213,Dubai,2024-07-10 00:00:00,2024-07-30,20,Melvin Moore,54,Male,Russian,Hotel,512.17,Car rental,633.66
214,Istanbul,2024-12-09 00:00:00,,24,Sheri Brown,73,Female,Japanese,Airbnb,426.35,Train,894.47
215,Dubai,2024-09-21 00:00:00,2024-10-08,17,Heather Clark,48,Male,Brazilian,Airbnb,642.56,Car rental,1404.01
216,Bangkok,2023-07-20 00:00:00,2023-08-12,23,Beverly Frye,56,Female,American,Hotel,399.9,Boat,269.51
217,Oslo,2024-05-13 00:00:00,2024-06-05,23,Gary Woods,27,Female,Irish,Hotel,68.93,Car rental,1147.26
218,Cape Town,2023-09-06 00:00:00,2023-09-29,23,Nathan Johnson,19,Male,Russian,Airbnb,435.82,Car rental,"1,104.36 USD"
219,Tokyo,2024-05-04 00:00:00,2024-05-14,10,Joseph Chan,45,Female,Canadian,Hotel,643.21,Plane,848.71
220,Miami,2024-05-14 00:00:00,,26,Ricky Wade,18,Female,Italian,Resort,,Plane,508.01
221,Los Angeles,2023-08-08 00:00:00,2023-08-24,16,Dakota Mccarthy,64,Male,Emirati,Resort,248.63,Car rental,913.03
222,Toronto,2024-08-18 00:00:00,2024-09-04,17,Lance Johnson,43,Female,Portuguese,Airbnb,733.62,Car rental,297.29
